zipcode,numPeople
48236,1
83651,1
48306,1
84020,1
27502,1
84326,1
48322,1
33334,1
48375,1
33410,1
48381,1
85140,1
30028,1
85209,1
27503,1
33455,1
48473,1
28560,1
48509,1
85364,1
48623,1
33534,1
48634,1
86303,1
48657,1
33556,1
48770,1
29059,1
30033,1
89183,1
48867,1
89502,1
27707,1
89579,1
49087,1
90028,1
49301,1
90043,1
49342,1
33762,1
30041,1
90232,1
49686,1
33883,1
27712,1
90275,1
52233,1
90401,1
52241,1
34239,1
52411,1
27519,1
52807,1
75022,1
53029,1
32526,1
53095,1
75034,1
28031,1
75067,1
53179,1
75069,1
53210,1
75071,1
53213,1
75082,1
53597,1
75189,1
53820,1
75214,1
54403,1
75225,1
55014,1
75238,1
55079,1
75252,1
55127,1
75503,1
55128,1
28204,1
55129,1
76051,1
28036,1
76078,1
55331,1
76093,1
55406,1
76137,1
55441,1
76227,1
55446,1
76262,1
28052,1
76301,1
56071,1
77018,1
56073,1
77071,1
56501,1
77354,1
58053,1
28226,1
58102,1
77429,1
58701,1
77494,1
59101,1
77531,1
59601,1
77845,1
59634,1
78251,1
59715,1
78628,1
30076,1
32812,1
59937,1
78703,1
60002,1
78739,1
60015,1
79109,1
28078,1
79761,1
27107,1
79912,1
60044,1
80015,1
60045,1
28269,1
60047,1
80109,1
60048,1
80112,1
60051,1
80117,1
60056,1
80121,1
60062,1
80126,1
30189,1
32958,1
30248,1
80138,1
30269,1
80210,1
60118,1
80302,1
30305,1
28270,1
60134,1
80503,1
30308,1
80525,1
60178,1
27527,1
60187,1
33149,1
60202,1
80921,1
30318,1
81301,1
60404,1
81401,1
60450,1
28409,1
60514,1
82716,1
28104,1
28411,1
30324,1
83404,1
28105,1
83501,1
30338,1
83646,1
60565,1
83687,1
60586,1
83856,1
60614,1
33308,1
60634,1
84092,1
60640,1
84713,1
60647,1
85020,1
30345,1
85032,1
30458,1
85048,1
61073,1
85053,1
61231,1
85086,1
61375,1
33418,1
61920,1
85206,1
62062,1
85212,1
62249,1
85254,1
62269,1
85258,1
62656,1
28540,1
62896,1
85295,1
63005,1
28806,1
63021,1
85374,1
28107,1
85381,1
30736,1
85658,1
63131,1
85925,1
63366,1
86336,1
31312,1
86735,1
64068,1
87107,1
66208,1
88260,1
66212,1
89052,1
66221,1
89141,1
66503,1
89403,1
31406,1
89451,1
67208,1
33572,1
67228,1
89519,1
68130,1
89801,1
68156,1
90027,1
31410,1
90034,1
70114,1
90036,1
70115,1
90045,1
70301,1
33702,1
70447,1
90077,1
32073,1
90230,1
70605,1
90240,1
28112,1
33782,1
71635,1
33901,1
32092,1
33914,1
72404,1
33993,1
72756,1
29072,1
27330,1
90402,1
73003,1
90502,1
73160,1
73801,1
60025,1
60031,1
22712,1
11704,1
10044,1
12583,1
18509,1
10968,1
17517,1
12590,1
21030,1
10977,1
18326,1
11968,1
22213,1
19008,1
12572,1
19014,1
11545,1
19025,1
11580,1
10451,1
18055,1
19027,1
21239,1
19035,1
18433,1
10980,1
18631,1
19040,1
22485,1
12801,1
23112,1
19044,1
11417,1
11784,1
20837,1
12866,1
17560,1
12871,1
17963,1
13012,1
21012,1
19055,1
18042,1
19057,1
21128,1
19060,1
18302,1
12020,1
21409,1
10990,1
21771,1
10992,1
22003,1
13053,1
12553,1
19073,1
18840,1
11801,1
22308,1
13116,1
18929,1
11803,1
22903,1
10998,1
23223,1
11001,1
17404,1
19090,1
10562,1
10804,1
17543,1
19119,1
10036,1
19144,1
11553,1
19148,1
11558,1
19154,1
20886,1
13421,1
11576,1
13733,1
18011,1
11021,1
21015,1
11030,1
12549,1
13760,1
18045,1
13827,1
21120,1
10006,1
21146,1
10475,1
21208,1
10502,1
11706,1
11204,1
11716,1
19344,1
21666,1
19348,1
21740,1
19350,1
21793,1
12144,1
10456,1
14081,1
10954,1
14221,1
22039,1
12159,1
22152,1
14426,1
10201,1
11212,1
10005,1
19390,1
22306,1
19403,1
10962,1
10701,1
11767,1
19422,1
22664,1
14534,1
22901,1
10512,1
22932,1
19438,1
23185,1
10027,1
23229,1
19446,1
20754,1
11762,1
20779,1
14559,1
11422,1
24503,1
11434,1
14586,1
20818,1
10312,1
12533,1
27104,1
11518,1
19504,1
11542,1
19508,1
11550,1
14886,1
20866,1
15005,1
20872,1
19604,1
11560,1
19605,1
10703,1
19608,1
11569,1
19701,1
11570,1
19702,1
11579,1
11221,1
11596,1
15021,1
21009,1
10453,1
10577,1
19711,1
21017,1
19802,1
18015,1
10926,1
18041,1
19807,1
21075,1
19808,1
10710,1
19810,1
21117,1
19832,1
21122,1
19933,1
21136,1
15237,1
21157,1
10009,1
18064,1
15241,1
18076,1
12508,1
21228,1
11226,1
21234,1
15601,1
21286,1
10532,1
18322,1
16046,1
21619,1
20105,1
10075,1
20111,1
21716,1
20112,1
21755,1
16635,1
21774,1
16641,1
21798,1
11935,1
21874,1
10031,1
10002,1
16870,1
11732,1
11249,1
11735,1
16933,1
22033,1
17011,1
18517,1
11361,1
11742,1
17018,1
22153,1
20165,1
12563,1
20166,1
18708,1
17055,1
22205,1
11365,1
22209,1
10541,1
10595,1
11372,1
22307,1
10034,1
10014,1
11412,1
22315,1
20190,1
22554,1
11413,1
10280,1
17222,1
18930,1
20628,1
22701,1
20636,1
12569,1
17331,1
22902,1
20653,1
22911,1
20678,1
10965,1
20695,1
10709,1
17340,1
18966,1
11414,1
23225,1
17347,1
23231,1
10547,1
17349,1
24018,1
19462,1
25311,1
19464,1
25560,1
19465,1
27040,1
11219,1
10601,1
19475,1
18447,1
